Headline,True_Label
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",NEUTRAL
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",NEUTRAL
The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,NEUTRAL
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",NEGATIVE
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",NEUTRAL
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",NEUTRAL
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",NEUTRAL
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",NEUTRAL
"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",NEUTRAL
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,NEUTRAL
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",NEUTRAL
"The gross area of eight houses will be 12,167 m2 .",NEUTRAL
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",NEUTRAL
The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,NEUTRAL
"The interim report for the first quarter is published on May 8 , 2009 .",NEUTRAL
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",NEGATIVE
The layoff talks were first announced in August .,NEUTRAL
The machines will cease production by the end of February 2007 .,NEUTRAL
The measures result from weak demand in the shipbuilding industry .,NEGATIVE
"The mill 's raw material need will increase by 100,000 m3 of wood .",NEUTRAL
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",NEUTRAL
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,NEUTRAL
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",NEUTRAL
"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",NEUTRAL
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,NEGATIVE
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",NEUTRAL
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",NEGATIVE
"The pulp production in Finnish Kemij+rvi will also be liquidated and about 1,100 employees loose their jobs .",NEGATIVE
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",NEUTRAL
The resignation will be in effect immediately .,NEUTRAL
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",NEUTRAL
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,NEUTRAL
The share subscription period will expire on 30 September 2007 .,NEUTRAL
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,NEUTRAL
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,NEUTRAL
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,NEUTRAL
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",NEUTRAL
They are also upset that some of the machinery and work is taken over to Poland .,NEGATIVE
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,NEGATIVE
This is bad news for the barbeque season .,NEGATIVE
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,NEUTRAL
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",NEGATIVE
"We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .",NEUTRAL
"When cruising , the revs fall as less engine output is required .",NEUTRAL
"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",NEGATIVE
Viking Line has canceled some services .,NEGATIVE
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",NEUTRAL
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",NEUTRAL
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",POSITIVE
"`` Soon after , the collisions started . ''",NEUTRAL
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",NEUTRAL
`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .,NEUTRAL
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",NEGATIVE
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",NEUTRAL
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,NEGATIVE
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,NEUTRAL
A 2001 agreement expired earlier this month .,NEUTRAL
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",NEUTRAL
"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",NEGATIVE
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",NEUTRAL
"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",NEUTRAL
And Ogden reportedly will shell out $ 4.2 million .,NEUTRAL
"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",NEUTRAL
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",NEGATIVE
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",NEUTRAL
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",NEUTRAL
Currently the quarterly applied surcharges differ significantly from the actual market prices .,NEUTRAL
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,NEUTRAL
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,NEUTRAL
Fortum also has a blocking stake in Northwestern TGK-1 .,NEUTRAL
"He found him again , however , after the driver was involved in a two-car accident .",NEUTRAL
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",NEUTRAL
"HK Ruokatalo produces many turkey products , such as cold cuts .",NEUTRAL
"However , the brokers ' ratings on the stock differ .",NEUTRAL
"However , the suspect stole his burgundy Nissan Altima .",NEGATIVE
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",NEGATIVE
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",NEGATIVE
"In the spring 2006 , a total of 386,530 Stock Options 2002 B were annulled .",NEUTRAL
"Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur .",NEUTRAL
It 's very difficult to become a Google Analytics channel partner .,NEUTRAL
"Juhani J+rvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",NEUTRAL
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,NEGATIVE
Metso estimates the need for personnel reductions to amount to 25 people .,NEGATIVE
Most of the layoffs will be in Finland .,NEGATIVE
"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",NEGATIVE
"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",NEUTRAL
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,NEUTRAL
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,NEUTRAL
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",NEGATIVE
Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,NEUTRAL
Temporary layoffs in these units have already started .,NEUTRAL
The beers differ slightly from mainstream beers .,NEUTRAL
"The company operates a U.S. division in Lisle , Ill. .",NEUTRAL
The company says it is difficult to estimate the market situation for the whole year 2009 .,NEUTRAL
